Rank,Block_name,Suspiciousness Value(Dstar4)
9,tree.cpp_buf_base_size_n_819,0
9,tree.cpp_reserve_n_1138,0
9,tree.cpp_clear_1139,0
9,tree.cpp_clear_1140,0
9,tree.cpp_buf_n_1142,0
9,tree.cpp_getCatCount_vi_1143,0
9,tree.cpp_getValues_vi__sidx_values_1151,0
9,tree.cpp_push_back_si_1158,0
9,tree.cpp_push_back_si_1163,0
9,tree.cpp_getNormCatValues_vi__sidx_cat_labels_1172,0
9,tree.cpp_CV_DTREE_CAT_DIR_u_subset_1178,0
9,tree.cpp_push_back_si_1180,0
9,tree.cpp_push_back_si_1185,0
9,tree.cpp_CV_Assert_int__sleft_size_n_int__sright_size_n_1190,0
9,tree.cpp_getNormCatValues_vi__sidx_labels_827,0
9,tree.cpp_getMaxCategories_815,0
9,tree.cpp_WNode_353,0
9,tree.cpp_findSplitCatClass_vi__sidx_subset_430,0
9,tree.cpp_getCVFolds_359,0
9,tree.cpp_calcValue_nidx_sidx_372,0
9,tree.cpp_getMinSampleCount_374,0
9,tree.cpp_getMaxDepth_374,0
9,tree.cpp_sqrt_node_node_risk_389,0
9,tree.cpp_getRegressionAccuracy_389,0
9,tree.cpp_findBestSplit_sidx_394,0
9,tree.cpp_calcDir_node_split_sidx_sleft_sright_400,0
9,tree.cpp_addNodeAndTrySplit_nidx_sleft_404,0
9,tree.cpp_addNodeAndTrySplit_nidx_sright_405,0
9,tree.cpp_CV_Assert_w_wnodes_nidx_left_w_wnodes_nidx_right_408,0
9,tree.cpp_getActiveVars_416,0
9,tree.cpp_buf_w_maxSubsetSize_419,0
9,tree.cpp_findSplitCatReg_vi__sidx_subset_432,0
9,tree.cpp_getCatCount_vi_810,0
9,tree.cpp_findSplitOrdClass_vi__sidx_437,0
9,tree.cpp_findSplitOrdReg_vi__sidx_439,0
9,tree.cpp_swap_subset_best_subset_444,0
9,tree.cpp_CV_Assert_compVarIdx_best_split_varIdx_best_vi_451,0
9,tree.cpp_getSubsetSize_best_vi_452,0
9,tree.cpp_resize_prevsz_ssize_453,0
9,tree.cpp_push_back_best_split_457,0
9,tree.cpp_getCVFolds_467,0
9,tree.cpp_buf_std_max_m_cv_n_470,0
9,tree.cpp_max_m_470,0
9,tree.cpp_buf_n_sizeof_float_sizeof_int_m_sizeof_double_644,0
9,tree.cpp_getValues_vi__sidx_values_658,0
9,tree.cpp_sort_sorted_idx_sorted_idx_n_cmp_lt_idx_float_values_667,0
9,tree.cpp_CV_Assert_sample_type_CV_32F_1365,0
9,tree.cpp_buf_nclasses_catbufsize_1373,0
9,tree.cpp_empty_1376,0
9,test_mltests.cpp_getFirstTopLevelNode_100,0
9,tree.cpp_CV_DTREE_CAT_DIR_i_subset_1604,0
9,tree.cpp_min_n_1608,0
9,tree.cpp_CV_DTREE_CAT_DIR_i_subset_1614,0
9,tree.cpp_writeSplit_fs_splitidx_1642,0
9,tree.cpp_writeNode_fs_nidx_depth_1662,0
9,tree.cpp_writeFormat_fs_1685,0
9,tree.cpp_writeParams_fs_1686,0
9,tree.cpp_writeTree_fs_roots_1687,0
9,test_mltests.cpp_CV_TRACE_FUNCTION_54,0
9,test_mltests.cpp_prepare_test_case_testCaseIdx_56,0
9,test_mltests.cpp_shuffleTrainTest_69,0
9,test_mltests.cpp_train_testCaseIdx_70,0
9,test_mltests.cpp_CV_TRACE_FUNCTION_95,0
9,test_mltests.cpp_save_format_Users_vp_tmp_dtree_testcase__d_cur_yml_testCaseIdx_106,0
9,tree.cpp_empty_1378,0
9,test_mltests.cpp_format_Users_vp_tmp_dtree_testcase__d_cur_yml_testCaseIdx_106,0
9,test_mltests.cpp_get_test_error_testCaseIdx_107,0
9,test_mltests.cpp_printf_cvtest_TS_LOG_Test_case_d_test_error_f_mean_error_f_diff_f_d_sigma_f_n_109,0
9,test_mltests.cpp_abs_curErr_mean_111,0
9,test_mltests.cpp_printf_cvtest_TS_LOG_abs_f_f_f_OUT_OF_RANGE_n_curErr_mean_coeff_sigma_coeff_113,0
9,test_mltests.cpp_abs_f_f_113,0
9,test_mltests.cpp_printf_cvtest_TS_LOG_n_117,0
9,test_mltests2.cpp_create_563,0
9,test_mltests2.cpp_setMaxDepth_MAX_DEPTH_564,0
9,test_mltests2.cpp_setMinSampleCount_MIN_SAMPLE_COUNT_565,0
9,test_mltests2.cpp_setRegressionAccuracy_REG_ACCURACY_566,0
9,test_mltests2.cpp_setUseSurrogates_USE_SURROGATE_567,0
9,test_mltests2.cpp_setMaxCategories_MAX_CATEGORIES_568,0
9,tree.cpp_getCatCount_vi_1601,0
9,tree.cpp_empty_1585,0
9,tree.cpp_empty_1583,0
9,tree.cpp_empty_1581,0
9,tree.cpp_empty_1379,0
9,tree.cpp_empty_1381,0
9,tree.cpp_isContinuous_1382,0
9,tree.cpp_cvRound_val_1440,0
9,tree.cpp_CV_Assert_cmap_NULL_1445,0
9,tree.cpp_CV_Assert_c_ival_cmap_c_1457,0
9,tree.cpp_CV_DTREE_CAT_DIR_u_subset_1464,0
9,tree.cpp_CV_Assert_roots_empty_1497,0
9,tree.cpp_empty_1497,0
9,tree.cpp_getMat_1498,0
9,tree.cpp_needed_1501,0
9,tree.cpp_isClassifier_1503,0
9,tree.cpp_min_nsamples_1515,0
9,tree.cpp_predictTrees_Range_int_roots_size_samples_row_i_flags_1519,0
9,tree.cpp_Range_int_roots_size_1519,0
9,tree.cpp_getMaxCategories_1536,0
9,tree.cpp_getRegressionAccuracy_1537,0
9,tree.cpp_getMaxDepth_1539,0
9,tree.cpp_getMinSampleCount_1540,0
9,tree.cpp_getCVFolds_1541,0
9,tree.cpp_getCVFolds_1543,0
9,tree.cpp_empty_1546,0
9,tree.cpp_isClassifier_1552,0
9,tree.cpp_getVarCount_1554,0
9,tree.cpp_writeTrainingParams_fs_1567,0
9,tree.cpp_empty_1571,0
9,tree.cpp_empty_1579,0
9,tree.cpp_back_355,0
9,tree.cpp_push_back_WNode_353,0
9,test_lr.cpp_tempfile_xml_166,0
9,data.cpp_cvRound_fvalues_i_943,0
9,data.cpp_getMat_889,0
9,data.cpp_checkVector_CV_32S_890,0
9,data.cpp_getNSamples_890,0
9,data.cpp_CV_Assert_vi_vi_getNAllVars_891,0
9,data.cpp_getNAllVars_891,0
9,data.cpp_CV_Assert_n_892,0
9,data.cpp_elemSize_897,0
9,data.cpp_CV_Assert_j_j_nsamples_909,0
9,data.cpp_getValues_vi__sidx_fvalues_920,0
9,data.cpp_total_921,0
9,data.cpp_CV_Assert_m_925,0
9,data.cpp_cvRound_fvalues_i_933,0
9,data.cpp_CV_Assert_cmap_idx_val_935,0
9,precomp.hpp_min_val_136,0
9,data.cpp_swap_rowvals_i_rowvals_i_noutputvars_616,0
9,precomp.hpp_min_val_142,0
9,precomp.hpp_getDefaultName_298,0
9,precomp.hpp_isClassifier_300,0
9,precomp.hpp_getVarCount_301,0
9,precomp.hpp_empty_301,0
9,precomp.hpp_:_int_301,0
9,tree.cpp_Mat_61,0
9,tree.cpp_getTrainSampleIdx_103,0
9,tree.cpp_empty_104,0
9,tree.cpp_copyTo_sidx_106,0
9,tree.cpp_sort_sidx_begin_sidx_end_107,0
9,tree.cpp_begin_107,0
9,tree.cpp_DTreesImpl_118,0
9,data.cpp_swap_vtypes_i_vtypes_i_noutputvars_637,0
9,em.cpp_decomposeCovs_492,0
9,tree.cpp_push_back_root_342,0
9,test_lr.cpp_get_learnt_thetas_192,0
9,test_lr.cpp_create_170,0
9,test_lr.cpp_setLearningRate_171,0
9,test_lr.cpp_setIterations_172,0
9,test_lr.cpp_setRegularization_LogisticRegression_REG_L2_173,0
9,test_lr.cpp_setTrainMethod_LogisticRegression_BATCH_174,0
9,test_lr.cpp_setMiniBatchSize_175,0
9,test_lr.cpp_train_tdata_176,0
9,test_lr.cpp_predict_tdata_getSamples_responses1_177,0
9,test_lr.cpp_getSamples_177,0
9,test_lr.cpp_get_learnt_thetas_178,0
9,test_lr.cpp_save_filename_179,0
9,test_lr.cpp_predict_tdata_getSamples_responses2_191,0
9,test_lr.cpp_getSamples_191,0
9,test_lr.cpp_CV_Assert_responses1_rows_responses2_rows_200,0
9,data.cpp_getDefaultSubstValues_214,0
9,test_lr.cpp_reshape_comp_learnt_mats_rows_comp_learnt_mats_cols_205,0
9,test_lr.cpp_convertTo_comp_learnt_mats_CV_32S_206,0
9,test_lr.cpp_countNonZero_responses1_responses2_213,0
9,test_lr.cpp_sum_comp_learnt_mats_214,0
9,test_lr.cpp_remove_filename_c_str_222,0
9,test_lr.cpp_c_str_222,0
9,test_lr.cpp_set_failed_test_info_code_224,0
9,data.cpp_getVarType_162,0
9,data.cpp_empty_165,0
9,data.cpp_getNormCatResponses_200,0
9,data.cpp_getClassLabels_201,0
9,data.cpp_getCatOfs_211,0
9,data.cpp_getCatMap_212,0
9,tree.cpp__isClassifier_false_118,0
9,tree.cpp_DTreesImpl_119,0
9,tree.cpp_clear_122,0
9,tree.cpp_reserve_n_242,0
9,tree.cpp_getClassLabels_174,0
9,tree.cpp_copyTo_classLabels_174,0
9,tree.cpp_empty_178,0
9,tree.cpp_getResponses_201,0
9,tree.cpp_copyTo_w_ord_responses_201,0
9,tree.cpp_assign_nallvars_208,0
9,tree.cpp_CV_Assert_vi_vi_nallvars_vi_prevIdx_213,0
9,tree.cpp_release_221,0
9,tree.cpp_startTraining_trainData_flags_226,0
9,tree.cpp_addTree_w_sidx_227,0
9,tree.cpp_release_228,0
9,tree.cpp_endTraining_229,0
9,tree.cpp_getMaxDepth_240,0
9,tree.cpp_reserve_n_243,0
9,tree.cpp_clear_123,0
9,tree.cpp_reserve_n_w_maxSubsetSize_244,0
9,tree.cpp_clear_245,0
9,tree.cpp_clear_246,0
9,tree.cpp_clear_247,0
9,tree.cpp_getCVFolds_249,0
9,tree.cpp_addNodeAndTrySplit_sidx_259,0
9,tree.cpp_getSubsetSize_split_varIdx_286,0
9,tree.cpp_resize_split_subsetOfs_ssize_288,0
9,tree.cpp_memcpy_subsets_split_subsetOfs_w_wsubsets_wsplit_subsetOfs_ssize_sizeof_int_295,0
9,tree.cpp_push_back_split_299,0
9,tree.cpp_push_back_node_302,0
9,tree.cpp_CV_Assert_w_wnodes_w_pidx_right_w_nidx_312,0
9,tree.cpp_CV_Assert_w_nidx_339,0
9,tree.cpp_copyTo_w_cat_responses_173,0
9,tree.cpp_getNormCatResponses_173,0
9,tree.cpp_getResponseType_169,0
9,tree.cpp_copyTo_w_sample_weights_167,0
9,tree.cpp_clear_124,0
9,tree.cpp_clear_125,0
9,tree.cpp_clear_126,0
9,tree.cpp_clear_127,0
9,tree.cpp_clear_128,0
9,tree.cpp_clear_129,0
9,tree.cpp_clear_130,0
9,tree.cpp_clear_131,0
9,tree.cpp_release_133,0
9,tree.cpp_clear_139,0
9,tree.cpp_getVarType_142,0
9,tree.cpp_copyTo_varType_143,0
9,tree.cpp_getCatOfs_145,0
9,tree.cpp_copyTo_catOfs_145,0
9,tree.cpp_getCatMap_146,0
9,tree.cpp_copyTo_catMap_146,0
9,tree.cpp_getDefaultSubstValues_147,0
9,tree.cpp_copyTo_missingSubst_147,0
9,tree.cpp_getNAllVars_149,0
9,tree.cpp_getVarIdx_151,0
9,tree.cpp_empty_152,0
9,tree.cpp_setRangeVector_varIdx_nallvars_155,0
9,tree.cpp_initCompVarIdx_157,0
9,tree.cpp_max_w_maxSubsetSize_getCatCount_varIdx_i_163,0
9,tree.cpp_getCatCount_varIdx_i_163,0
9,tree.cpp_max_w_maxSubsetSize_165,0
9,tree.cpp_getSampleWeights_167,0
9,em.cpp_mStep_496,0
9,em.cpp_clear_106,0
9,em.cpp_empty_491,0
9,knearest.cpp_getMat_340,0
9,knearest.cpp_doTrain_InputArray_points_101,0
9,knearest.cpp_min_k0_nsamples_149,0
9,knearest.cpp_buf_testcount_k_151,0
9,knearest.cpp_swap_rp_i_rp_i_250,0
9,knearest.cpp_min_range_end_range_start_299,0
9,knearest.cpp_findNearestCore__samples_k_Range_start_std_min_start_delta_range_end_302,0
9,knearest.cpp_Range_start_std_min_start_delta_range_end_302,0
9,knearest.cpp_min_start_delta_range_end_302,0
9,knearest.cpp_CV_Assert_k_322,0
9,knearest.cpp_getMat_324,0
9,knearest.cpp_CV_Assert_test_samples_type_CV_32F_test_samples_cols_samples_cols_325,0
9,knearest.cpp_needed_337,0
9,knearest.cpp_create_testcount_CV_32F_339,0
9,knearest.cpp_needed_342,0
9,knearest.cpp_push_back_new_responses_94,0
9,knearest.cpp_needed_347,0
9,knearest.cpp_invoker_this_k_test_samples_pres_pnr_pd_result_353,0
9,knearest.cpp_parallel_for__Range_testcount_invoker_354,0
9,knearest.cpp_Range_testcount_354,0
9,knearest.cpp_build_points_369,0
9,knearest.cpp_CV_Assert_k_378,0
9,knearest.cpp_getMat_380,0
9,knearest.cpp_CV_Assert_test_samples_type_CV_32F_test_samples_cols_samples_cols_381,0
9,knearest.cpp_needed_393,0
9,knearest.cpp_create_testcount_CV_32F_395,0
9,knearest.cpp_getMat_396,0
9,knearest.cpp_needed_398,0
9,knearest.cpp_needed_403,0
9,knearest.cpp_doTrain_samples_96,0
9,knearest.cpp_push_back_new_samples_93,0
9,data.cpp_mask_nsamples_CV_8U_790,0
9,kdtree.cpp_release_486,0
9,kdtree.cpp_getMat_405,0
9,kdtree.cpp_Mat_nidx_size_CV_32S_idx_406,0
9,kdtree.cpp_copyTo_nidx_406,0
9,kdtree.cpp_needed_408,0
9,kdtree.cpp_sqrt_Mat_K_CV_32F_dist__dist_409,0
9,kdtree.cpp_Mat_K_CV_32F_dist_409,0
9,kdtree.cpp_needed_411,0
9,kdtree.cpp_getPoints_Mat_K_CV_32S_idx__neighbors__labels_412,0
9,kdtree.cpp_Mat_K_CV_32S_idx_412,0
9,kdtree.cpp_getMat_476,0
9,kdtree.cpp_CV_Assert_idxmat_isContinuous_idxmat_type_CV_32S_477,0
9,kdtree.cpp_isContinuous_477,0
9,kdtree.cpp_total_483,0
9,kdtree.cpp_needed_491,0
9,knearest.cpp_clear_85,0
9,kdtree.cpp_create_nidx_ptdims_points_type_493,0
9,kdtree.cpp_getMat_494,0
9,kdtree.cpp_needed_497,0
9,kdtree.cpp_empty_504,0
9,kdtree.cpp_CV_Assert_unsigned_k_unsigned_points_rows_509,0
9,kdtree.cpp_empty_511,0
9,kdtree.cpp_copy_src_src_ptdims_pts_ptr_float_i_512,0
9,knearest.cpp_Impl_66,0
9,knearest.cpp_getTrainSamples_ROW_SAMPLE_76,0
9,knearest.cpp_getTrainResponses_78,0
9,knearest.cpp_convertTo_new_responses_CV_32F_78,0
9,knearest.cpp_empty_79,0
9,knearest.cpp_CV_Assert_new_samples_type_CV_32F_81,0
9,knearest.cpp_findNearest_test_samples_row_i_k_Emax__res__nr__d_noArray_424,0
9,knearest.cpp_noArray_424,0
9,knearest.cpp_initImpl_val_450,0
9,data.cpp_push_back_ofs_387,0
9,data.cpp_total_151,0
9,data.cpp_getNAllVars_151,0
9,data.cpp_getVarIdx_161,0
9,data.cpp_getTestSampleIdx_168,0
9,data.cpp_getTestSampleIdx_179,0
9,data.cpp_empty_180,0
9,data.cpp_Mat_180,0
9,data.cpp_getSubVector_sampleWeights_idx_180,0
9,data.cpp_preprocessCategorical_values_i_labels_sortbuf_355,0
9,data.cpp_CV_Assert_m_358,0
9,data.cpp_front_359,0
9,data.cpp_back_359,0
9,data.cpp_find_hashval_362,0
9,data.cpp_copy_labels_begin_labels_end_std_back_inserter_tempCatMap_388,0
9,knearest.cpp_initImpl_BRUTE_FORCE_456,0
9,data.cpp_begin_388,0
9,data.cpp_back_inserter_tempCatMap_388,0
9,data.cpp_setVarTypes_varTypeSpec_nvars_vtypes_583,0
9,data.cpp_c_str_707,0
9,data.cpp_resize_nvars_710,0
9,data.cpp_strstr_str_k_ord_cat_714,0
9,data.cpp_strtod_ptr_stopstring_734,0
9,data.cpp_CV_Assert_b1_b1_nvars_740,0
9,data.cpp_strtod_ptr_stopstring_748,0
9,data.cpp_CV_Assert_b1_b1_b2_b2_nvars_752,0
9,data.cpp_getNSamples_778,0
9,data.cpp_CV_Assert_count_count_nsamples_779,0
9,data.cpp_release_781,0
9,data.cpp_empty_151,0
9,data.cpp_total_147,0
9,data.cpp_empty_147,0
9,data.cpp_getNSamples_143,0
9,knearest.cpp_findNearest_samples_k_results_neighborResponses_dist_487,0
9,knearest.cpp_train_data_flags_497,0
9,test_emknearestkmeans.cpp_trainData_pointsCount_CV_32FC1_306,0
9,test_emknearestkmeans.cpp_sizes_sizesArr_sizesArr_sizeof_sizesArr_sizeof_sizesArr_307,0
9,test_emknearestkmeans.cpp_defaultDistribs_means_covs_310,0
9,test_emknearestkmeans.cpp_generateData_trainData_trainLabels_sizes_means_covs_CV_32FC1_CV_32FC1_311,0
9,test_emknearestkmeans.cpp_testData_pointsCount_CV_32FC1_314,0
9,test_emknearestkmeans.cpp_generateData_testData_testLabels_sizes_means_covs_CV_32FC1_CV_32FC1_315,0
9,test_emknearestkmeans.cpp_create_320,0
9,test_emknearestkmeans.cpp_train_trainData_ml_ROW_SAMPLE_trainLabels_321,0
9,test_emknearestkmeans.cpp_findNearest_testData_bestLabels_322,0
9,test_emknearestkmeans.cpp_calcErr_bestLabels_testLabels_sizes_err_true_324,0
9,test_emknearestkmeans.cpp_create_336,0
9,test_emknearestkmeans.cpp_setAlgorithmType_KNearest_KDTREE_337,0
9,test_emknearestkmeans.cpp_train_trainData_ml_ROW_SAMPLE_trainLabels_338,0
9,test_emknearestkmeans.cpp_findNearest_testData_bestLabels_339,0
9,test_emknearestkmeans.cpp_calcErr_bestLabels_testLabels_sizes_err_true_340,0
9,test_emknearestkmeans.cpp_set_failed_test_info_code_351,0
9,data.cpp_checkVector_CV_32S_64,0
9,data.cpp_create_dims_n_type_83,0
9,data.cpp_create_n_dims_type_85,0
9,data.cpp_CV_Assert_k_k_m_101,0
9,data.cpp_getLayout_135,0
9,data.cpp_empty_138,0
9,data.cpp_total_138,0
9,data.cpp_empty_143,0
9,data.cpp_total_143,0
9,kdtree.cpp_create_K_CV_32S_true_404,0
9,kdtree.cpp_needed_402,0
9,kdtree.cpp_min_K_ncount_401,0
9,test_emknearestkmeans.cpp_sizes_sizesArr_sizesArr_sizeof_sizesArr_sizeof_sizesArr_237,0
9,test_emknearestkmeans.cpp_maxIdx_count_167,0
9,test_emknearestkmeans.cpp_CV_Assert_checkClusterUniq_buzy_cls_168,0
9,test_emknearestkmeans.cpp_CV_Assert_labels_empty_origLabels_empty_189,0
9,test_emknearestkmeans.cpp_empty_189,0
9,test_emknearestkmeans.cpp_CV_Assert_labels_rows_labels_cols_190,0
9,test_emknearestkmeans.cpp_CV_Assert_origLabels_rows_origLabels_cols_191,0
9,test_emknearestkmeans.cpp_CV_Assert_labels_total_origLabels_total_192,0
9,test_emknearestkmeans.cpp_total_192,0
9,test_emknearestkmeans.cpp_CV_Assert_labels_type_CV_32SC1_labels_type_CV_32FC1_193,0
9,test_emknearestkmeans.cpp_CV_Assert_origLabels_type_labels_type_194,0
9,test_emknearestkmeans.cpp_getLabelsMap_labels_sizes_labelsMap_checkClusterUniq_200,0
9,test_emknearestkmeans.cpp_CV_TRACE_FUNCTION_231,0
9,test_emknearestkmeans.cpp_data_pointsCount_CV_32FC1_236,0
9,test_emknearestkmeans.cpp_defaultDistribs_means_covs_240,0
9,test_emknearestkmeans.cpp_calcErr_bestLabels_labels_sizes_err_false_278,0
9,test_emknearestkmeans.cpp_generateData_data_labels_sizes_means_covs_CV_32FC1_CV_32SC1_241,0
9,test_emknearestkmeans.cpp_kmeans_data_bestLabels_TermCriteria_TermCriteria_COUNT_iters_KMEANS_PP_CENTERS_noArray_247,0
9,test_emknearestkmeans.cpp_TermCriteria_TermCriteria_COUNT_iters_247,0
9,test_emknearestkmeans.cpp_noArray_247,0
9,test_emknearestkmeans.cpp_calcErr_bestLabels_labels_sizes_err_false_248,0
9,test_emknearestkmeans.cpp_kmeans_data_bestLabels_TermCriteria_TermCriteria_COUNT_iters_KMEANS_RANDOM_CENTERS_noArray_260,0
9,test_emknearestkmeans.cpp_TermCriteria_TermCriteria_COUNT_iters_260,0
9,test_emknearestkmeans.cpp_noArray_260,0
9,test_emknearestkmeans.cpp_calcErr_bestLabels_labels_sizes_err_false_261,0
9,test_emknearestkmeans.cpp_copyTo_bestLabels_273,0
9,test_emknearestkmeans.cpp_next_276,0
9,test_emknearestkmeans.cpp_kmeans_data_bestLabels_TermCriteria_TermCriteria_COUNT_iters_KMEANS_USE_INITIAL_LABELS_noArray_277,0
9,test_emknearestkmeans.cpp_TermCriteria_TermCriteria_COUNT_iters_277,0
9,test_emknearestkmeans.cpp_CV_Assert_count_lbl_int_total_163,0
9,test_emknearestkmeans.cpp_CV_Assert_lbl_int_nclusters_161,0
9,test_emknearestkmeans.cpp_count_nclusters_157,0
9,test_emknearestkmeans.cpp_buzy_nclusters_false_153,0
9,test_emknearestkmeans.cpp_create_type_57,0
9,test_emknearestkmeans.cpp_m0_CV_32FC1_mp0_58,0
9,test_emknearestkmeans.cpp_c0_CV_32FC1_cp0_58,0
9,test_emknearestkmeans.cpp_m1_CV_32FC1_mp1_59,0
9,test_emknearestkmeans.cpp_c1_CV_32FC1_cp1_59,0
9,test_emknearestkmeans.cpp_m2_CV_32FC1_mp2_60,0
9,test_emknearestkmeans.cpp_c2_CV_32FC1_cp2_60,0
9,test_emknearestkmeans.cpp_resize_61,0
9,test_emknearestkmeans.cpp_convertTo_mr0_type_64,0
9,test_emknearestkmeans.cpp_convertTo_covs_type_65,0
9,test_emknearestkmeans.cpp_convertTo_mr1_type_68,0
9,test_emknearestkmeans.cpp_convertTo_covs_type_69,0
9,test_emknearestkmeans.cpp_convertTo_mr2_type_72,0
9,test_emknearestkmeans.cpp_convertTo_covs_type_73,0
9,test_emknearestkmeans.cpp_CV_TRACE_FUNCTION_80,0
9,test_emknearestkmeans.cpp_begin_81,0
9,test_emknearestkmeans.cpp_CV_Assert__means_rows_int_sizes_size_covs_size_sizes_size_85,0
9,test_emknearestkmeans.cpp_CV_Assert_data_empty_data_rows_total_86,0
9,test_emknearestkmeans.cpp_empty_86,0
9,test_emknearestkmeans.cpp_CV_Assert_data_type_dataType_87,0
9,test_emknearestkmeans.cpp_create_data_rows_labelType_89,0
9,test_emknearestkmeans.cpp_randn_data_Scalar_all_Scalar_all_91,0
9,test_emknearestkmeans.cpp_all_91,0
9,test_emknearestkmeans.cpp_means_sizes_size_92,0
9,test_emknearestkmeans.cpp_begin_95,0
9,test_emknearestkmeans.cpp_begin_97,0
9,test_emknearestkmeans.cpp_resize_nclusters_151,0
9,test_emknearestkmeans.cpp_noArray_277,0
9,test_emknearestkmeans.cpp_set_failed_test_info_code_289,0
9,kdtree.cpp_swap_pqueue_i_pqueue_parent_394,0
9,kdtree.cpp_SubTree_middle_last_right_depth_259,0
9,kdtree.cpp__ptofs_n_197,0
9,kdtree.cpp_push_back_Node_203,0
9,kdtree.cpp_Node_203,0
9,kdtree.cpp_computeSums_points_ptofs_n_sumstack_ptr_double_top_204,0
9,kdtree.cpp_SubTree_n_205,0
9,kdtree.cpp_max__maxDepth_depth_229,0
9,kdtree.cpp_push_back_Node_246,0
9,kdtree.cpp_Node_246,0
9,kdtree.cpp_push_back_Node_247,0
9,kdtree.cpp_Node_247,0
9,kdtree.cpp_medianPartition_ptofs_first_last_data_dim_251,0
9,kdtree.cpp_computeSums_points_ptofs_middle_last_rsums_255,0
9,kdtree.cpp_SubTree_first_middle_left_depth_258,0
9,kdtree.cpp_getMat_279,0
9,data.cpp_empty_62,0
9,kdtree.cpp_CV_Assert_vecmat_isContinuous_vecmat_type_CV_32F_vecmat_total_size_t_points_cols_280,0
9,kdtree.cpp_isContinuous_280,0
9,kdtree.cpp_total_280,0
9,kdtree.cpp_min_K_points_rows_282,0
9,kdtree.cpp_CV_Assert_K_normType_NORM_L2_normType_NORM_L1_285,0
9,kdtree.cpp__buf_K_sizeof_float_sizeof_int_287,0
9,kdtree.cpp__pqueue_maxqsize_sizeof_PQueueElem_293,0
9,kdtree.cpp_max_emax_295,0
9,kdtree.cpp_swap_pqueue_pqueue_qsize_313,0
9,kdtree.cpp_swap_pqueue_i_pqueue_left_324,0
9,kdtree.cpp_swap_dist_i_dist_i_359,0
9,kdtree.cpp_swap_idx_i_idx_i_360,0
9,kdtree.cpp_PQueueElem_d_alt_388,0
9,kdtree.cpp_sumstack_MAX_TREE_DEPTH_ptdims_CV_64F_194,0
9,kdtree.cpp_empty_187,0
9,kdtree.cpp_resize_n_184,0
9,kdtree.cpp_step1_182,0
9,data.cpp_getTrainSampleIdx_167,0
9,data.cpp_empty_167,0
9,data.cpp_getSubVector_responses_getTrainSampleIdx_184,0
9,data.cpp_getTrainSampleIdx_184,0
9,data.cpp_create_nvars_CV_8U_318,0
9,data.cpp_all_VAR_ORDERED_319,0
9,data.cpp_empty_849,0
9,data.cpp_empty_853,0
9,data.cpp_CV_TRACE_FUNCTION_SKIP_NESTED_1042,0
9,data.cpp_setData_samples_layout_responses_varIdx_sampleIdx_sampleWeights_varType_noArray_1044,0
9,data.cpp_noArray_1044,0
9,inner_functions.cpp_CV_TRACE_FUNCTION_71,0
9,inner_functions.cpp_train_TrainData_create_samples_layout_responses_72,0
9,inner_functions.cpp_create_samples_layout_responses_72,0
9,kdtree.cpp_swap_ofs_ip_ofs_i2_106,0
9,kdtree.cpp_swap_ofs_i0_ofs_i1_112,0
9,kdtree.cpp_CV_Assert_vals_ofs_k_pivot_126,0
9,kdtree.cpp_CV_Assert_vals_ofs_k_pivot_131,0
9,kdtree.cpp_CV_Assert_std_abs_more_less_134,0
9,kdtree.cpp_abs_more_less_134,0
9,kdtree.cpp_build__points_noArray__copyData_160,0
9,kdtree.cpp_noArray_160,0
9,kdtree.cpp_getMat_166,0
9,kdtree.cpp_CV_Assert__points_type_CV_32F__points_empty_167,0
9,kdtree.cpp_empty_167,0
9,kdtree.cpp_swap_nodes_168,0
9,kdtree.cpp_step1_181,0
9,data.cpp_release_782,0
9,data.cpp_create_count_CV_32S_794,0
9,em.cpp_CV_Assert_invCovsEigenValues_empty_491,0
9,em.cpp_getMat_192,0
9,em.cpp_setTrainData_START_AUTO_STEP_samplesMat_124,0
9,em.cpp_doTrain_START_AUTO_STEP_logLikelihoods_labels_probs_125,0
9,em.cpp_getMat_136,0
9,em.cpp_getMatVector_covs0_138,0
9,em.cpp_getMat_140,0
9,em.cpp_setTrainData_START_E_STEP_samplesMat__means0_empty_means0_142,0
9,em.cpp_empty_142,0
9,em.cpp_doTrain_START_E_STEP_logLikelihoods_labels_probs_144,0
9,em.cpp_getMat_153,0
9,em.cpp_getMat_154,0
9,em.cpp_setTrainData_START_M_STEP_samplesMat__probs0_empty_probs0_156,0
9,em.cpp_empty_156,0
9,em.cpp_doTrain_START_M_STEP_logLikelihoods_labels_probs_157,0
9,em.cpp_CV_Assert_isTrained_193,0
9,em.cpp_release_109,0
9,em.cpp_isTrained_193,0
9,em.cpp_CV_Assert_sample_empty_195,0
9,em.cpp_empty_195,0
9,em.cpp_reshape_202,0
9,em.cpp_needed_205,0
9,em.cpp_fixedType_207,0
9,em.cpp_create_nclusters_ptype_209,0
9,em.cpp_getMat_210,0
9,em.cpp_computeProbabilities_sample_probs_empty_probs_ptype_213,0
9,em.cpp_empty_213,0
9,em.cpp_empty_218,0
9,em.cpp_CV_Assert_samples_empty_241,0
9,em.cpp_empty_241,0
9,em.cpp_getMat_123,0
9,em.cpp_clear_107,0
9,data.cpp_create_nsamples_count_CV_32S_795,0
9,test_save_load.cpp_c_str_130,0
9,test_save_load.cpp_fseek_fs2_SEEK_END_91,0
