Rank,Block_name,Suspiciousness Value(Dstar4)
1,test_io.cpp_TEST_581,1
1,mathfuncs.cpp_iPow_i_1023,1
1,mathfuncs.cpp_iPow8u_1089,1
1,mathfuncs.cpp_cvPow_1697,1
1,test_math.cpp_Core_MathTest_35,1
1,test_math.cpp_get_test_array_types_and_sizes_55,1
1,test_math.cpp_get_test_array_types_and_sizes_100,1
1,test_math.cpp_get_success_error_level_129,1
1,test_math.cpp_get_minmax_bounds_139,1
1,test_math.cpp_run_func_155,1
1,test_math.cpp_prepare_to_validation_215,1
43,dxt.cpp_RealDFT_32f_1518,0
43,dxt.cpp_RealDFT_64f_1523,0
43,dxt.cpp_CCSIDFT_32f_1528,0
43,dxt.cpp_CCSIDFT_64f_1533,0
43,dxt.cpp_)_1566,0
43,lda.cpp_if _772,0
43,lda.cpp_for _830,0
43,lda.cpp_if _782,0
43,persistence.cpp_icvWriteGraph_6161,0
43,persistence.cpp_icvGets_409,0
43,persistence.cpp_cvAttrValue_501,0
43,persistence.cpp_icvFSCreateCollection_552,0
43,persistence.cpp_icvCloneGraph_6153,0
43,persistence.cpp_cvGetHashedKey_728,0
43,persistence.cpp_cvGetFileNode_779,0
43,persistence.cpp_icvDoubleToString_970,0
43,persistence.cpp_icvFloatToString_1010,0
43,persistence.cpp_icv_strtod_1076,0
43,persistence.cpp_analyze_file_name_1098,0
43,persistence.cpp_icvIsGraph_6136,0
43,persistence.cpp_icvYMLSkipSpaces_1282,0
43,persistence.cpp_icvYMLParseKey_1426,0
43,persistence.cpp_icvYMLParseValue_1459,0
43,persistence.cpp_icvYMLParse_1817,0
43,persistence.cpp_icvWriteSeqTree_5894,0
43,persistence.cpp_icvYMLStartWriteStruct_2000,0
43,persistence.cpp_if_2022,0
43,persistence.cpp_icvYMLEndWriteStruct_2053,0
43,persistence.cpp_icvYMLWriteInt_2105,0
43,persistence.cpp_icvYMLWriteReal_2113,0
43,persistence.cpp_icvWriteSeq_5847,0
43,persistence.cpp_icvYMLWriteComment_2183,0
43,persistence.cpp_icvXMLSkipSpaces_2238,0
43,persistence.cpp_icvXMLParseValue_2412,0
43,persistence.cpp_icvXMLParseValue_2497,0
43,persistence.cpp_icvXMLParseTag_2670,0
43,test_ds.cpp_cvTsSimpleGraphVertexDegree_288,0
43,matrix.cpp_copyToSparseMat_5990,0
43,persistence.cpp_icvXMLWriteTag_2878,0
43,matrix.cpp_cvCreateSparseMat_5971,0
43,array.cpp_cvInitMatNDHeader_233,0
43,array.cpp_cvCreateMatND_273,0
43,array.cpp_cvCreateMatNDHeader_284,0
43,array.cpp_cvInitNArrayIterator_387,0
43,array.cpp_cvNextNArraySlice_497,0
43,array.cpp_cvCreateSparseMat_529,0
43,array.cpp_cvReleaseSparseMat_579,0
43,array.cpp_cvCloneSparseMat_603,0
43,array.cpp_cvInitSparseMatIterator_615,0
43,array.cpp_icvGetNodePtr_644,0
43,array.cpp_cvGetDims_1103,0
43,array.cpp_cvGetSize_1220,0
43,array.cpp_cvPtrND_1885,0
43,array.cpp_cvGetMat_2385,0
43,array.cpp_cvReshape_2713,0
43,array.cpp_)_3209,0
43,copy.cpp_cvCopy_1242,0
43,datastructs.cpp_cvMemStorageAllocString_353,0
43,datastructs.cpp_cvCloneGraph_3252,0
43,matrix.cpp_cvMatNDToMat_629,0
43,matrix.cpp_copyElem_5207,0
43,matrix.cpp_Hdr_5228,0
43,matrix.cpp_create_5288,0
43,matrix.cpp_ptr_5510,0
43,matrix.cpp_resizeHashTab_5599,0
43,matrix.cpp_newNode_5627,0
43,matrix.cpp_CvMatND_5955,0
43,persistence.cpp_icvXMLParse_2815,0
43,persistence.cpp_icvXMLStartWriteStruct_2966,0
43,lda.cpp_for _791,0
43,persistence.cpp_icvXMLParse _4521,0
43,persistence.cpp_cvStartWriteStruct_4563,0
43,persistence.cpp_cvEndWriteStruct_4612,0
43,persistence.cpp_cvWriteInt_4625,0
43,persistence.cpp_cvWriteReal_4633,0
43,persistence.cpp_icvGetFormat_5808,0
43,persistence.cpp_cvWriteComment_4649,0
43,persistence.cpp_icvWriteHeaderData_5745,0
43,persistence.cpp_icvIsSeq_5720,0
43,persistence.cpp_icvDecodeFormat_4675,0
43,persistence.cpp_icvCalcElemSize_4732,0
43,persistence.cpp_icvCalcStructSize_4756,0
43,persistence.cpp_for _4759,0
43,persistence.cpp_switch _4762,0
43,persistence.cpp_max_4764,0
43,persistence.cpp_max_4766,0
43,persistence.cpp_max_4768,0
43,persistence.cpp_icvDecodeSimpleFormat_4779,0
43,persistence.cpp_cvWriteRawData_4795,0
43,persistence.cpp_cvStartReadRawData_4918,0
43,persistence.cpp_cvReadRawDataSlice_4950,0
43,persistence.cpp_cvReadRawData_5102,0
43,persistence.cpp_icvWriteMat_5233,0
43,persistence.cpp_icvReadMat_5274,0
43,persistence.cpp_icvWriteMatND_5324,0
43,persistence.cpp_icvReadSparseMat_5510,0
43,persistence.cpp_icvReadMatND_5356,0
43,persistence.cpp_icvIsSparseMat_5415,0
43,persistence.cpp_icvYMLParse _4522,0
43,persistence.cpp_switch _4520,0
43,persistence.cpp_icvXMLEndWriteStruct_3013,0
43,persistence.cpp_icvPuts_4419,0
43,persistence.cpp_icvXMLWriteScalar_3052,0
43,persistence.cpp_icvXMLWriteInt_3098,0
43,persistence.cpp_icvXMLWriteReal_3107,0
43,persistence.cpp_icvXMLWriteString_3116,0
43,persistence.cpp_icvXMLWriteComment_3198,0
43,persistence.cpp_icvJSONSkipSpaces_3271,0
43,persistence.cpp_if _3348,0
43,persistence.cpp_icvJSONParseKey_3377,0
43,persistence.cpp_icvJSONParseValue_3418,0
43,persistence.cpp_switch _3562,0
43,persistence.cpp_icvJSONParseSeq_3677,0
43,persistence.cpp_if _3701,0
43,persistence.cpp_icvJSONParseMap_3731,0
43,persistence.cpp_icvJSONParseMap_3735,0
43,persistence.cpp_CV_PARSE_ERROR_3779,0
43,persistence.cpp_icvJSONParse_3813,0
43,persistence.cpp_icvJSONParse_3819,0
43,persistence.cpp_icvJSONWrite_3845,0
43,persistence.cpp_icvJSONStartWriteStruct_3958,0
43,persistence.cpp_if _3985,0
43,persistence.cpp_icvJSONEndWriteStruct_4004,0
43,persistence.cpp_icvJSONWriteInt_4056,0
43,persistence.cpp_icvJSONWriteReal_4064,0
43,persistence.cpp_icvJSONWriteString_4080,0
43,persistence.cpp_switch _4105,0
43,persistence.cpp_switch _4111,0
43,persistence.cpp_icvJSONWriteComment_4127,0
43,arithm.cpp_mul32f_2894,0
43,types_c.h_CvMat_528,0
43,persistence.hpp_ _1237,0
43,matop.cpp_multiply_1485,0
43,matop.cpp_t_1667,0
43,matrix.cpp_create_2460,0
43,matrix.cpp_sortIdx__4365,0
43,matrix.cpp_getSortIndexFunc_4420,0
43,matrix.cpp_ipp_sortIdx_4438,0
43,matrix.cpp_sortIdx_4521,0
43,test_eigen.cpp_testEigen_403,0
43,persistence.cpp_if_6958,0
43,persistence.cpp_cvWrite_6728,0
43,persistence.cpp_cvRead_6706,0
43,test_eigen.cpp_testEigenSymmetric3x3_451,0
43,test_eigen.cpp_src_459,0
43,test_eigen.cpp_testEigenSymmetric5x5_470,0
43,test_eigen.cpp_src_480,0
43,lda.cpp_if _389,0
43,test_eigen.cpp_testEigen2x2_492,0
43,test_eigen.cpp_src_496,0
43,lda.cpp_ _630,0
43,lda.cpp_for _647,0
43,test_eigen.cpp_testEigen3x3_506,0
43,test_eigen.cpp_src_514,0
43,base.hpp_normInf_630,0
43,mathfuncs.cpp_exp_664,0
43,mathfuncs.cpp_getMat_677,0
43,mathfuncs.cpp_log_697,0
43,mathfuncs.cpp_getMat_710,0
43,persistence.cpp_cvClone_6685,0
43,matop.cpp_makeExpr_1503,0
43,matop.cpp_assign_1475,0
43,mat.inl_SparseMat_2074,0
43,matop.cpp_ _866,0
43,lda.cpp_for _793,0
43,lda.cpp_for _797,0
43,lda.cpp_for _802,0
43,lda.cpp_for _804,0
43,lda.cpp_for _808,0
43,lda.cpp_for _819,0
43,lda.cpp_for _820,0
43,lda.cpp_for _825,0
43,lda.cpp_if _826,0
43,lda.cpp_for _827,0
43,persistence.cpp_icvSortIdxCmpFunc_5422,0
43,lda.cpp_for _832,0
43,lda.cpp_for _837,0
43,lda.cpp_release_846,0
43,lda.cpp_for _851,0
43,lda.cpp_compute_860,0
43,lda.cpp_for _873,0
43,lda.cpp_compute_905,0
43,lda.cpp_if_908,0
43,lda.cpp_for _922,0
43,lda.cpp_for _923,0
43,lda.cpp_eigenvalues_937,0
43,lda.cpp_eigenvectors_939,0
43,lda.cpp_eigenNonSymmetric_943,0
43,matop.cpp_isScaled_213,0
43,matop.cpp_matmul_556,0
43,matop.cpp_ _852,0
43,persistence.cpp_cvFindType_6633,0
43,mathfuncs_core.dispatch_sqrt32f_92,0
43,mathfuncs_core.dispatch_sqrt64f_103,0
43,mathfuncs_core.dispatch_exp32f_113,0
43,test_intrin_utils.hpp_test_abs_455,0
43,test_intrin_utils.hpp_test_mul_405,0
43,test_intrin_utils.hpp_test_mul_expand_435,0
43,test_intrin_utils.hpp_test_shift_474,0
43,test_intrin_utils.hpp_test_reduce_636,0
43,test_intrin_utils.hpp_test_dot_prod_519,0
43,test_intrin_utils.hpp_test_transpose_940,0
43,test_intrin_utils.hpp_v_transpose4x4_950,0
43,test_intrin_utils.hpp_test_float_cvt32_870,0
43,test_intrin_utils.hpp_test_float_cvt64_886,0
43,intrin_sse.hpp_v_invsqrt_737,0
43,test_intrin_utils.hpp_float>_161,0
43,test_intrin_utils.hpp_test_interleave_2channel_312,0
43,test_intrin_utils.hpp_test_div_420,0
43,test_intrin_utils.hpp_test_sqrt_abs_552,0
43,test_intrin_utils.hpp_test_float_absdiff_619,0
43,test_intrin_utils.hpp_test_float_math_838,0
43,test_intrin_utils.hpp_test_matmul_910,0
43,test_intrin_utils.hpp_test_reduce_sum4_962,0
43,intrin_sse.hpp_v_invsqrt_750,0
43,test_intrin_utils.hpp_double>_166,0
43,test_intrin.cpp_TEST_239,0
43,test_intrin.fp16_test_hal_intrin_float16x4_8,0
43,test_intrin_utils.hpp_test_loadstore_fp16_979,0
43,test_intrin_utils.hpp_test_float_cvt_fp16_1011,0
43,core_c.h_cvReleaseMatND_476,0
43,persistence.cpp_icvReadGraph_6297,0
43,test_intrin_utils.hpp_test_rotate_814,0
43,test_intrin_utils.hpp_test_extract_793,0
43,test_intrin_utils.hpp_test_unpack_756,0
43,test_intrin_utils.hpp_]_100,0
43,mathfuncs_core.dispatch_exp64f_124,0
43,mathfuncs_core.dispatch_log32f_135,0
43,mathfuncs_core.dispatch_log64f_146,0
43,mathfuncs_core.simd_sqrt32f_294,0
43,mathfuncs_core.simd_sqrt64f_315,0
43,matrix.cpp_depth_2039,0
43,matrix.cpp_channels_2044,0
43,stat.cpp_normDiffInf__2859,0
43,stat.cpp_ _3459,0
43,stat.cpp_CV_Assert_3728,0
43,test_hal_core.cpp_TEST_54,0
43,intrin_sse.hpp_v_store_interleave_1634,0
43,test_intrin_utils.hpp_test_loadstore_189,0
43,test_intrin_utils.hpp_test_pack_u_718,0
43,test_intrin_utils.hpp_test_interleave_273,0
43,test_intrin_utils.hpp_test_expand_338,0
43,test_intrin_utils.hpp_test_expand_q_361,0
43,test_intrin_utils.hpp_test_addsub_373,0
43,test_intrin_utils.hpp_test_addsub_wrap_389,0
43,test_intrin_utils.hpp_test_cmp_493,0
43,test_intrin_utils.hpp_test_logic_535,0
43,test_intrin_utils.hpp_test_min_max_569,0
43,test_intrin_utils.hpp_test_popcount_585,0
43,test_intrin_utils.hpp_test_absdiff_597,0
43,test_intrin_utils.hpp_test_mask_646,0
43,test_intrin_utils.hpp_test_pack_681,0
43,test_ds.cpp_clear_1449,0
43,stat.cpp_normL2__2835,0
43,test_ds.cpp_cvTsSimpleGraphAddEdge_233,0
43,ocl.cpp_predictOptimalVectorWidth_6185,0
43,ocl.cpp_runProfiling_3160,0
43,ocl.cpp_Impl_3237,0
43,ocl.cpp_init_3244,0
43,ocl.cpp_initFromSource_3256,0
43,ocl.cpp_updateHash_3270,0
43,ocl.cpp_Impl_3308,0
43,ocl.cpp_fromSourceWithStaticLifetime_3320,0
43,ocl.cpp_fromBinary_3331,0
43,ocl.cpp_ProgramSource_3372,0
43,ocl.cpp_ProgramSource_3387,0
43,ocl.cpp_fromBinary_3426,0
43,ocl.cpp_ProgramSource&_3443,0
43,ocl.cpp_joinBuildOptions_3465,0
43,ocl.cpp_buildflags_3484,0
43,ocl.cpp_compile_3505,0
43,ocl.cpp_compileWithCache_3519,0
43,ocl.cpp_buildFromSources_3670,0
43,ocl.cpp_getProgramBinary_3736,0
43,ocl.cpp_createFromBinary_3751,0
43,ocl.cpp_Program_3883,0
43,ocl.cpp_Program_3907,0
43,ocl.cpp_create_3914,0
43,ocl.cpp_ptr_3934,0
43,ocl.cpp_getBinary_3986,0
43,ocl.cpp_getProg_3998,0
43,ocl.cpp_download_5131,0
43,ocl.cpp_ptr_5145,0
43,ocl.cpp_ptr_5146,0
43,ocl.cpp_ptr_5147,0
43,ocl.cpp_run_3068,0
43,ocl.cpp_if _3047,0
43,ocl.cpp_run_3043,0
43,ocl.cpp_getQueue_2712,0
43,ocl.cpp_Device_1325,0
43,ocl.cpp_vendorName_1373,0
43,ocl.cpp_vendorID_1376,0
43,ocl.cpp_compilerAvailable_1403,0
43,ocl.cpp_getPrefixString_2072,0
43,ocl.cpp_getPrefixBase_2095,0
43,ocl.cpp_Context_2313,0
43,ocl.cpp_Context_2322,0
43,ocl.cpp_getProg_2378,0
43,ocl.cpp_getProfilingQueue_2609,0
43,ocl.cpp_Queue_2671,0
43,ocl.cpp_finish_2685,0
43,ocl.cpp_getDefault_2704,0
43,ocl.cpp_iwscale_2728,0
43,ocl.cpp_set_2945,0
43,ocl.cpp_nu_2744,0
43,ocl.cpp_cleanupUMats_2759,0
43,ocl.cpp_addUMat_2775,0
43,ocl.cpp_Impl_2802,0
43,ocl.cpp_oclCleanupCallback_2826,0
43,ocl.cpp_Kernel_2835,0
43,ocl.cpp_Kernel_2840,0
43,ocl.cpp_Kernel_2847,0
43,ocl.cpp_Kernel_2871,0
43,ocl.cpp_create_2877,0
43,ocl.cpp_create_2894,0
43,ocl.cpp_empty_2912,0
43,ocl.cpp_set_2917,0
43,ocl.cpp_memopTypeToStr_5958,0
43,ocl.cpp_getDefault_6188,0
43,test_ds.cpp_cvTsSimpleGraphRemoveVertex_218,0
43,ocl.cpp_checkOptimalVectorWidth_6210,0
43,arithm.cpp_bitwise_xor_387,0
43,arithm.cpp_add_923,0
43,arithm.cpp_add8u_2199,0
43,arithm.cpp_add8s_2208,0
43,arithm.cpp_add16u_2216,0
43,arithm.cpp_add16s_2225,0
43,arithm.cpp_add32s_2234,0
43,arithm.cpp_add32f_2242,0
43,arithm.cpp_add64f_2251,0
43,arithm.cpp_sub8s_2272,0
43,arithm.cpp_sub16u_2280,0
43,arithm.cpp_sub16s_2289,0
43,arithm.cpp_sub32s_2298,0
43,arithm.cpp_sub32f_2306,0
43,arithm.cpp_sub64f_2315,0
43,arithm.cpp_and8u_2564,0
43,arithm.cpp_or8u_2573,0
43,arithm.cpp_xor8u_2582,0
43,arithm_core.hpp_vBinOp_152,0
43,arithm_core.hpp_vBinOp32_229,0
43,arithm_core.hpp_vBinOp64_324,0
43,convert.cpp_ _3184,0
43,convert.cpp_CV_INSTRUMENT_FUN_IPP_4116,0
43,convert.cpp_catch _4133,0
43,convert.cpp_getConvertScaleFunc_4173,0
43,convert.cpp_func_4185,0
43,convert.sse4_1_Cvt_SIMD_f64u16_SSE41_217,0
43,copy.cpp_copyMask__58,0
43,copy.cpp_uchar>_85,0
43,arithm.cpp_bitwise_or_379,0
43,arithm.cpp_bitwise_and_371,0
43,arithm.cpp_if_272,0
43,filesystem.cpp_getCacheDirectory_393,0
43,umatrix.cpp_lock_131,0
43,umatrix.cpp_unlock_136,0
43,umatrix.cpp_copyTo_814,0
43,umatrix.cpp_release_831,0
43,umatrix.cpp_setTo_974,0
43,umatrix.cpp_args_1018,0
43,umatrix.cpp_ _1033,0
43,filesystem.cpp_join_59,0
43,filesystem.cpp_exists_84,0
43,filesystem.cpp_createDirectories_207,0
43,filesystem.cpp_pImpl_376,0
43,filesystem.cpp_lock_shared_387,0
43,filesystem.cpp_unlock_shared_388,0
43,test_opencl.cpp_testOpenCLKernel_12,0
43,arithm.cpp_binary_op_168,0
43,test_opencl.cpp_dst_16,0
43,test_opencl.cpp_ _17,0
43,test_opencl.cpp_TEST_31,0
43,ocl.cpp_isExtensionSupported_1367,0
43,system.cpp_Exception_234,0
43,system.cpp_throw_247,0
43,test_opencl.cpp_TEST_87,0
43,mat.inl_isVector_157,0
43,mat.inl_create_779,0
43,mat.inl_if_783,0
43,mat.inl_empty_895,0
43,mat.inl_total_901,0
43,private.hpp_ippiGetDataType_323,0
43,ocl.cpp_read_653,0
43,ocl.cpp_sourceSignatureSize__601,0
43,ocl.cpp_seekReadRelative_579,0
43,ocl.cpp_seekReadAbsolute_574,0
43,matrix.cpp_noArray_3133,0
43,ocl.cpp_isPerformanceCheckBypassed_6495,0
43,precomp.hpp_checkScalar_221,0
43,stat.cpp_ipp_norm_3410,0
43,stat.cpp_ _3578,0
43,stat.cpp_norm_3630,0
43,umatrix.cpp_UMatData_61,0
43,umatrix.cpp_UMatData_74,0
43,mat.inl_create_789,0
43,mat.inl_s_3352,0
43,arithm.cpp_compare_1230,0
43,arithm.cpp_if_1288,0
43,arithm.cpp_func_1299,0
43,arithm.cpp_cmp8u_2634,0
43,convert.cpp_cpy__3600,0
43,matop.cpp_ _1048,0
43,matop.cpp_assign_1450,0
43,matop.cpp_makeExpr_1468,0
43,matrix.cpp_reshape_1067,0
43,matrix.cpp_create_2381,0
43,trace.hpp_Region_80,0
43,matrix.cpp_seek_5010,0
43,matrix.cpp_seek_5070,0
43,convert.cpp_ipp_convertTo_4083,0
43,convert.cpp_convertTo_4146,0
43,convert.cpp_normalize_4698,0
43,precomp.hpp_getContinuousSize_165,0
43,stat.cpp_minMaxIdx__1977,0
43,stat.cpp_minMaxIdx_64f_2048,0
43,matrix.cpp_createSameSize_2825,0
43,matrix.cpp_fixedType_2376,0
43,matrix.cpp_isContinuous_2122,0
43,copy.cpp_CV_INSTRUMENT_REGION_429,0
43,mat.inl_size_532,0
43,mat.inl_ _1431,0
43,arithm.cpp_convertAndUnrollScalar_61,0
43,arithm.cpp_actualScalarDepth_457,0
43,arithm.cpp_arithm_op_601,0
43,arithm.cpp_if_747,0
43,arithm.cpp_copymask_814,0
43,arithm.cpp_subtract_931,0
43,arithm.cpp_sub8u_2263,0
43,convert.cpp_cvt__3568,0
43,convert.cpp_getConvertFunc_3819,0
43,copy.cpp_getCopyMaskFunc_248,0
43,copy.cpp_ _426,0
43,matrix.cpp_unmap_59,0
43,matrix.cpp_empty_2049,0
43,matrix.cpp_allocate_175,0
43,matrix.cpp_deallocate_208,0
43,matrix.cpp_getStdAllocator_245,0
43,matrix.cpp_setSize_283,0
43,matrix.cpp_updateContinuityFlag_341,0
43,matrix.cpp_finalizeHdr_363,0
43,matrix.cpp_deallocate_461,0
43,matrix.cpp_scalarToRawData__1155,0
43,matrix.cpp_scalarToRawData_1164,0
43,matrix.cpp_getMat__1203,0
43,matrix.cpp_size_1587,0
43,matrix.cpp_sameSize_1778,0
43,matrix.cpp_dims_1812,0
43,stat.cpp_ipp_minMaxIndex_wrap_2406,0
43,stat.cpp_ipp_minMax_wrap_2430,0
43,stat.cpp_ipp_minMaxIdx_2536,0
43,ptr.inl_ _266,0
43,test_image2d.cpp_TEST_39,0
43,ocl.cpp_setUseOpenCL_903,0
43,ocl.cpp_Impl_2574,0
43,ocl.cpp_create_2677,0
43,ocl.cpp_CV_OCL_DBG_CHECK_RESULT_6377,0
43,ocl.cpp_CV_OCL_DBG_CHECK_RESULT_6378,0
43,ocl.cpp_Image2D_6472,0
43,umatrix.cpp_handle_784,0
43,test_image2d.cpp_TEST_67,0
43,cvstd.hpp_find_785,0
43,cvstd.hpp_ _970,0
43,cvstd.inl_ _125,0
43,mat.inl_empty_3805,0
43,ptr.inl_makePtr_306,0
43,umatrix.cpp_updateContinuityFlag_234,0
43,glob.cpp_opendir_78,0
43,glob.cpp_isDir_141,0
43,glob.cpp_isDirectory_173,0
43,glob.cpp_glob_rec_228,0
43,glob.cpp_glob_relative_319,0
43,matrix.cpp_offset_2203,0
43,matrix.cpp_step_2268,0
43,ocl.cpp_crc64_277,0
43,ocl.cpp_OpenCLBinaryCacheConfigurator_312,0
43,ocl.cpp_prepareCacheDirectoryForContext_413,0
43,ocl.cpp_getSingletonInstance_506,0
43,ocl.cpp_getFileSize_552,0
43,ocl.cpp_readUInt32_560,0
43,umatrix.cpp_create_333,0
43,umatrix.cpp_setSize_181,0
43,stat.cpp_ippiGetDataType_2557,0
43,ocl.cpp_ptr_2340,0
43,stat.cpp_ippiGetDataType_2558,0
43,stat.cpp_minMaxIdx_2704,0
43,stat.cpp_CV_Assert_2724,0
43,ocl.cpp_imageFromBufferSupport_1459,0
43,ocl.cpp_canCreateAlias_6424,0
43,umatrix.cpp_UMat_409,0
43,test_image2d.cpp_TEST_17,0
43,ocl.cpp_init_6326,0
43,ocl.cpp_Image2D_6419,0
43,test_image2d.cpp_TEST_28,0
43,matrix.cpp_getDefaultAllocator_229,0
43,ocl.cpp_deviceVersionMajor_1385,0
43,ocl.cpp_deviceVersionMinor_1388,0
43,ocl.cpp_maxReservedSize_4166,0
43,ocl.cpp_isFormatSupported_6445,0
43,ocl.cpp_allocate_4176,0
43,ocl.cpp_release_4191,0
43,ocl.cpp_setMaxReservedSize_4210,0
43,ocl.cpp__allocateBufferEntry_4267,0
43,ocl.cpp__releaseBufferEntry_4284,0
43,ocl.cpp_bufferPoolHostPtr_4482,0
43,ocl.cpp_allocate_4523,0
43,ocl.cpp_deallocate_4719,0
43,ocl.cpp_deallocate__4736,0
43,ocl.cpp_flushCleanupQueue_5618,0
43,ocl.cpp_getOpenCLAllocator__5643,0
43,ocl.cpp_getOpenCLAllocator_5649,0
43,ocl.cpp_isFormatSupported_6299,0
43,copy.cpp_ushort>_125,0
43,copy.cpp_copyMaskGeneric_168,0
43,copy.cpp_copyTo_254,0
43,rand.cpp_randn_0_1_32f_357,0
43,downhill_simplex.cpp_getInitStep_152,0
43,downhill_simplex.cpp_setInitStep_154,0
43,downhill_simplex.cpp_setFunction_166,0
43,downhill_simplex.cpp_setTermCriteria_171,0
43,downhill_simplex.cpp_minimize_179,0
43,downhill_simplex.cpp_updateCoordSum_215,0
43,downhill_simplex.cpp_createInitialSimplex_236,0
43,downhill_simplex.cpp_innerDownhillSimplex_273,0
43,downhill_simplex.cpp_calc_f_413,0
43,downhill_simplex.cpp_tryNewPoint_420,0
43,downhill_simplex.cpp_replacePoint_437,0
43,downhill_simplex.cpp_create_457,0
43,matrix.cpp_transpose__3359,0
43,matrix.cpp_ipp_transpose_3518,0
43,matrix.cpp_ _3568,0
43,matrix.cpp_transpose_3587,0
43,test_downhill_simplex.cpp_mytest_47,0
43,test_downhill_simplex.cpp_getDims_71,0
43,test_downhill_simplex.cpp_calc_72,0
43,test_downhill_simplex.cpp_getDims_77,0
43,test_downhill_simplex.cpp_calc_78,0
43,ptr.inl_release_176,0
43,array.cpp_)_3212,0
43,datastructs.cpp_cvClearMemStorage_198,0
43,datastructs.cpp_cvSaveMemStoragePos_274,0
43,datastructs.cpp_cvRestoreMemStoragePos_286,0
43,datastructs.cpp_cvGetSeqElem_443,0
43,datastructs.cpp_cvSeqElemIdx_482,0
43,datastructs.cpp_cvMakeSeqHeaderForArray_586,0
43,downhill_simplex.cpp_DownhillSolverImpl_147,0
43,mat.inl_ _3005,0
43,mat.inl_end_1230,0
43,test_countnonzero.cpp_uchar>_95,0
43,rand.cpp_randnScale_8u_475,0
43,rand.cpp_randnScale_8s_479,0
43,rand.cpp_randnScale_16u_483,0
43,rand.cpp_randnScale_16s_487,0
43,rand.cpp_randnScale_32s_491,0
43,rand.cpp_randnScale_32f_495,0
43,rand.cpp_randnScale_64f_499,0
43,stat.cpp_countNonZero8u_494,0
43,stat.cpp_countNonZero16u_548,0
43,stat.cpp_countNonZero32s_599,0
43,test_countnonzero.cpp_generate_src_data_86,0
43,test_countnonzero.cpp_switch _93,0
43,test_countnonzero.cpp_uchar>_94,0
43,test_countnonzero.cpp_ushort>_96,0
43,test_countnonzero.cpp_run_186,0
43,test_countnonzero.cpp_short>_97,0
43,test_countnonzero.cpp_int>_98,0
43,test_countnonzero.cpp_float>_99,0
43,test_countnonzero.cpp_generate_src_data_105,0
43,test_countnonzero.cpp_if _116,0
43,test_countnonzero.cpp_if _117,0
43,test_countnonzero.cpp_if _118,0
43,test_countnonzero.cpp_if _119,0
43,test_countnonzero.cpp_if _120,0
43,test_countnonzero.cpp_if _121,0
43,test_countnonzero.cpp_if _122,0
43,test_countnonzero.cpp_generate_src_stat_data_131,0
43,test_countnonzero.cpp_get_count_non_zero_146,0
43,datastructs.cpp_icvGrowSeq_633,0
43,datastructs.cpp_icvFreeSeqBlock_758,0
43,datastructs.cpp_cvStartAppendToSeq_818,0
43,test_ds.cpp_run_1378,0
43,datastructs.cpp_cvSeqSort_1907,0
43,datastructs.cpp_cvSeqSearch_2188,0
43,datastructs.cpp_cvSeqInvert_2293,0
43,test_ds.cpp_icvCmpSeqElems_1057,0
43,test_ds.cpp_icvCmpSeqElems2_1063,0
43,test_ds.cpp_run_1069,0
43,datastructs.cpp_cvCreateSet_2484,0
43,datastructs.cpp_cvSetAdd_2502,0
43,datastructs.cpp_cvSetRemove_2549,0
43,datastructs.cpp_cvClearSet_2562,0
43,test_ds.cpp_cvTsCreateSimpleSet_107,0
43,test_ds.cpp_clear_1233,0
43,test_ds.cpp_test_set_ops_1241,0
43,datastructs.cpp_cvCreateGraph_2577,0
43,test_ds.cpp_run_983,0
43,datastructs.cpp_cvClearGraph_2603,0
43,datastructs.cpp_cvGraphAddVtx_2615,0
43,datastructs.cpp_cvGraphRemoveVtxByPtr_2641,0
43,datastructs.cpp_cvGraphRemoveVtx_2668,0
43,datastructs.cpp_cvFindGraphEdgeByPtr_2701,0
43,datastructs.cpp_cvFindGraphEdge_2733,0
43,datastructs.cpp_cvGraphAddEdgeByPtr_2756,0
43,datastructs.cpp_cvGraphAddEdge_2824,0
43,datastructs.cpp_cvGraphRemoveEdgeByPtr_2841,0
43,datastructs.cpp_cvGraphRemoveEdge_2900,0
43,datastructs.cpp_cvGraphVtxDegreeByPtr_2917,0
43,datastructs.cpp_cvGraphVtxDegree_2937,0
43,test_ds.cpp_cvTsReleaseSimpleGraph_202,0
43,datastructs.cpp_cvCvtSeqToArray_545,0
43,test_ds.cpp_test_seq_ops_735,0
43,datastructs.cpp_cvStartWriteSeq_836,0
43,datastructs.cpp_cvSeqPushMulti_1455,0
43,datastructs.cpp_cvFlushSeqWriter_848,0
43,datastructs.cpp_cvEndWriteSeq_879,0
43,datastructs.cpp_cvCreateSeqBlock_910,0
43,datastructs.cpp_cvStartReadSeq_933,0
43,datastructs.cpp_cvChangeSeqBlock_991,0
43,datastructs.cpp_cvGetSeqReaderPos_1015,0
43,datastructs.cpp_cvSetSeqReaderPos_1040,0
43,datastructs.cpp_cvSeqPush_1133,0
43,datastructs.cpp_cvSeqPop_1164,0
43,datastructs.cpp_cvSeqPushFront_1192,0
43,datastructs.cpp_cvSeqPopFront_1226,0
43,datastructs.cpp_cvSeqInsert_1251,0
43,datastructs.cpp_cvSeqRemove_1369,0
43,datastructs.cpp_cvSeqPopMulti_1524,0
43,test_ds.cpp_test_get_seq_reading_647,0
