Rank,Block_name,Suspiciousness Value(Dstar4)
1,test_math.cpp_randInt_rng_68,1
1,test_math.cpp_cvRound_power_148,1
1,test_math.cpp_randInt_ts_get_rng_140,1
1,test_math.cpp_cvRound_power_132,1
1,test_math.cpp_depth_130,1
1,test_math.cpp_randInt_rng_124,1
1,test_math.cpp_randInt_rng_108,1
1,test_math.cpp_get_test_array_types_and_sizes_test_case_idx_sizes_types_105,1
1,test_math.cpp_randInt_rng_103,1
1,test_math.cpp_randInt_rng_102,1
1,test_math.cpp_get_rng_101,1
1,test_math.cpp_get_test_array_types_and_sizes_test_case_idx_sizes_types_60,1
1,test_math.cpp_CV_MAKETYPE_depth_cn_58,1
1,test_math.cpp_randInt_rng_58,1
1,test_math.cpp_randInt_rng_57,1
1,test_math.cpp_get_rng_56,1
1,test_math.cpp_push_back_NULL_40,1
1,test_math.cpp_push_back_NULL_39,1
1,test_math.cpp_push_back_NULL_38,1
1,mathfuncs.cpp_pow_src_power_dst_1700,1
1,mathfuncs.cpp_CV_Assert_src_type_dst_type_src_size_dst_size_1699,1
1,mathfuncs.cpp_cvarrToMat_dstarr_1698,1
1,mathfuncs.cpp_cvarrToMat_srcarr_1698,1
1,mathfuncs.cpp_:_T_1034,1
1,mathfuncs.cpp_cv_abs_val_1034,1
1,test_math.cpp_get_rng_140,1
1,test_math.cpp_randInt_rng_110,1
1,test_math.cpp_fabs_power_158,1
1,matrix.cpp_allocate_bufferSize_4512,1
1,test_operations.cpp_norm_expected_result_NORM_INF_1386,1
1,test_operations.cpp_EXPECT_EQ_cvtest_norm_expected_result_NORM_INF_1386,1
1,test_operations.cpp_ASSERT_EQ_expected_size_result_size_1385,1
1,test_operations.cpp_col_1380,1
1,test_operations.cpp_sortIdx_src_col_result_CV_SORT_EVERY_COLUMN_CV_SORT_ASCENDING_1380,1
1,out.cpp_sprintf_buf_d_mtx_ptr_int_row_col_cn_77,1
1,out.cpp_valueToStr32s_77,1
1,test_math.cpp_depth_158,1
1,matrix.cpp_reshape_dstSub_rows_4523,1
1,matrix.cpp_CV_INSTRUMENT_FUN_IPP_ippsSortRadixIndex_void_src_ptr_i_pixStride_Ipp32s_dstRow_ptr_src_rows_buffer_4520,1
1,matrix.cpp_Mat_dst_subRect_4518,1
1,matrix.cpp_copyTo_dstSub_4524,1
1,matrix.cpp_ippsSortRadixIndexGetBufferSize_src_rows_type_bufferSize_4509,1
1,matrix.cpp_subRect_src_rows_4505,1
1,test_math.cpp_cvPow_test_array_INPUT_test_array_OUTPUT_power_172,1
1,test_math.cpp_depth_219,1
1,test_math.cpp_channels_220,1
1,test_math.cpp_cvRound_power_221,1
1,test_math.cpp_abs_ipower_221,1
1,test_math.cpp_ipow_val_ipower_243,1
1,matrix.cpp_dstRow_dst_rows_dst_type_4503,1
1,mathfuncs.cpp_max_1029,1
57,intrin_sse.hpp__mm_unpacklo_epi32_p00_p01_1646,0
57,intrin_sse.hpp__mm_unpackhi_epi32_p00_p01_1647,0
57,intrin_sse.hpp__mm_unpackhi_epi64_p10_p11_1652,0
57,intrin_sse.hpp__mm_unpackhi_epi64_p12_p13_1654,0
57,intrin_sse.hpp__mm_slli_si128_p20_1656,0
57,intrin_sse.hpp__mm_slli_epi64__mm_unpacklo_epi32_p20_p21_1659,0
57,intrin_sse.hpp__mm_unpacklo_epi32_p20_p21_1659,0
57,intrin_sse.hpp__mm_slli_epi64__mm_unpacklo_epi32_p22_p23_1661,0
57,intrin_sse.hpp__mm_unpacklo_epi32_p22_p23_1661,0
57,intrin_sse.hpp__mm_srli_epi64__mm_unpackhi_epi32_p22_p23_1662,0
57,intrin_sse.hpp__mm_unpackhi_epi32_p22_p23_1662,0
57,intrin_sse.hpp__mm_unpackhi_epi64_p30_p31_1665,0
57,test_hal_core.cpp_log32f_src_ptr_float_dst_ptr_float_n_80,0
57,test_hal_core.cpp_exp32f_src_ptr_float_dst_ptr_float_n_74,0
57,intrin_sse.hpp__mm_or_si128__mm_srli_si128_p40__mm_slli_si128_p41_1669,0
57,stat.cpp_empty_3425,0
57,stat.cpp_getMat_3652,0
57,stat.cpp_norm__src2_normType__mask_3649,0
57,stat.cpp_norm__src1__src2_normType_CV_RELATIVE__mask_3649,0
57,stat.cpp_CV_INSTRUMENT_FUN_IPP_ippiNormRelHint_src1_ptr_int_src1_step_src2_ptr_int_src2_step_sz_norm_ippAlgHintAccurate_3491,0
57,stat.cpp_depth_3460,0
57,stat.cpp_channels_3459,0
57,stat.cpp_max_result_normInf_T_ST_src1_src2_len_cn_2863,0
57,test_hal_core.cpp_getTickCount_69,0
57,matrix.cpp_CV_MAT_CN_type_i_2051,0
57,matrix.cpp_CV_MAT_DEPTH_type_i_2046,0
57,mathfuncs_core.simd.hpp_v_store_dst_i_t1_326,0
57,mathfuncs_core.simd.hpp_v_store_dst_i_t0_326,0
57,mathfuncs_core.simd.hpp_v_sqrt_t0_324,0
57,test_intrin_utils.hpp_v_cvt_f64_a_892,0
57,stat.cpp_depth_3653,0
57,stat.cpp_channels_3653,0
57,stat.cpp_isContinuous_3660,0
57,stat.cpp_empty_3660,0
57,stat.cpp_total_3662,0
57,stat.cpp_channels_3662,0
57,stat.cpp_depth_3665,0
57,stat.cpp_CV_Assert_mask_empty_mask_type_CV_8U_3698,0
57,stat.cpp_empty_3698,0
57,stat.cpp_getNormDiffFunc_normType_depth_3725,0
57,stat.cpp_CV_Assert_func_3726,0
57,stat.cpp_min_total_j_blockSize_3759,0
57,stat.cpp_func_ptrs_ptrs_ptrs_uchar_ibuf_bsz_cn_3760,0
57,test_hal_core.cpp_src_n_depth_62,0
57,test_hal_core.cpp_dst_n_depth_62,0
57,test_hal_core.cpp_dst0_n_depth_62,0
57,test_hal_core.cpp_randu_src_63,0
57,intrin_sse.hpp__mm_unpacklo_epi64_p32_p33_1666,0
57,intrin_sse.hpp__mm_srli_si128_p40_1669,0
57,test_intrin_utils.hpp_v_reinterpret_as_s64_r1_263,0
57,test_intrin_utils.hpp_v_reinterpret_as_s8_r1_257,0
57,test_intrin_utils.hpp_v_store_ushort_out_a_d_vu16_258,0
57,test_intrin_utils.hpp_clear_258,0
57,test_intrin_utils.hpp_v_reinterpret_as_u16_r1_258,0
57,test_intrin_utils.hpp_EXPECT_EQ_data_a_out_a_257,0
57,test_intrin_utils.hpp_v_store_schar_out_a_d_vs8_257,0
57,test_intrin_utils.hpp_clear_257,0
57,test_intrin_utils.hpp_EXPECT_EQ_data_a_out_a_256,0
57,test_intrin_utils.hpp_EXPECT_EQ_d_res_244,0
57,test_intrin_utils.hpp_v_store_uchar_out_a_d_vu8_256,0
57,test_intrin_utils.hpp_clear_256,0
57,test_intrin_utils.hpp_v_reinterpret_as_u8_r1_256,0
57,test_intrin_utils.hpp_EXPECT_EQ_LaneType_resV_i_252,0
57,test_intrin_utils.hpp_EXPECT_EQ_LaneType_resZ_i_251,0
57,test_intrin_utils.hpp_all_248,0
57,test_intrin_utils.hpp_EXPECT_EQ_data_a_out_a_258,0
57,test_intrin_utils.hpp_v_reinterpret_as_s16_r1_259,0
57,test_intrin_utils.hpp_clear_259,0
57,test_intrin_utils.hpp_v_store_short_out_a_d_vs16_259,0
57,test_intrin_utils.hpp_EXPECT_EQ_data_a_out_a_259,0
57,test_intrin_utils.hpp_v_reinterpret_as_u32_r1_260,0
57,test_intrin_utils.hpp_clear_260,0
57,test_intrin_utils.hpp_v_store_unsigned_out_a_d_vu32_260,0
57,test_intrin_utils.hpp_EXPECT_EQ_data_a_out_a_260,0
57,test_intrin_utils.hpp_v_reinterpret_as_s32_r1_261,0
57,test_intrin_utils.hpp_clear_261,0
57,test_intrin_utils.hpp_v_store_int_out_a_d_vs32_261,0
57,test_intrin_utils.hpp_EXPECT_EQ_data_a_out_a_261,0
57,test_intrin_utils.hpp_v_reinterpret_as_u64_r1_262,0
57,test_intrin_utils.hpp_clear_262,0
57,test_intrin_utils.hpp_v_store_uint64_out_a_d_vu64_262,0
57,test_intrin_utils.hpp_EXPECT_EQ_data_a_out_a_262,0
57,test_intrin_utils.hpp_zero_247,0
57,test_intrin_utils.hpp_v_store_res_d_r6_243,0
57,intrin_sse.hpp__mm_slli_si128_p41_1669,0
57,test_intrin_utils.hpp_EXPECT_EQ_data_u_r2_get0_205,0
57,test_intrin_utils.hpp_v_load_low_LaneType_data_u_d_209,0
57,test_intrin_utils.hpp_get0_207,0
57,test_intrin_utils.hpp_EXPECT_EQ_data_u_r4_get0_207,0
57,test_intrin_utils.hpp_get0_206,0
57,test_intrin_utils.hpp_EXPECT_EQ_data_a_r3_get0_206,0
57,test_intrin_utils.hpp_get0_205,0
57,test_intrin_utils.hpp_get0_204,0
57,test_intrin_utils.hpp_mid_242,0
57,test_intrin_utils.hpp_EXPECT_EQ_data_a_r1_get0_204,0
57,test_intrin_utils.hpp_v_load_aligned_data_a_d_202,0
57,test_intrin_utils.hpp_v_load_data_u_d_201,0
57,test_intrin_utils.hpp_EXPECT_EQ_size_t_size_t_out_a_d_196,0
57,test_intrin_utils.hpp_EXPECT_NE_size_t_size_t_data_u_d_195,0
57,test_intrin_utils.hpp_EXPECT_EQ_size_t_size_t_data_a_d_194,0
57,test_intrin_utils.hpp_EXPECT_EQ_data_u_r_low_get0_210,0
57,test_intrin_utils.hpp_get0_210,0
57,test_intrin_utils.hpp_v_store_out_u_d_r_low_211,0
57,test_intrin_utils.hpp_v_load_low_LaneType_char_data_u_d_217,0
57,test_intrin_utils.hpp_EXPECT_EQ_data_u_R_nlanes_r_low_align8byte_get0_218,0
57,test_intrin_utils.hpp_get0_218,0
57,test_intrin_utils.hpp_v_store_out_u_d_r_low_align8byte_219,0
57,test_intrin_utils.hpp_v_store_out_u_d_r1_228,0
57,test_intrin_utils.hpp_v_store_aligned_out_a_d_r2_229,0
57,test_intrin_utils.hpp_EXPECT_EQ_data_a_out_a_230,0
57,test_intrin_utils.hpp_EXPECT_EQ_data_u_out_u_231,0
57,test_intrin_utils.hpp_res_234,0
57,test_intrin_utils.hpp_v_store_high_res_mid_r5_236,0
57,test_intrin_utils.hpp_mid_236,0
57,test_intrin_utils.hpp_v_store_low_res_d_r5_237,0
57,test_intrin_utils.hpp_EXPECT_EQ_d_res_238,0
57,test_intrin_utils.hpp_v_load_halves_d_d_d_mid_242,0
57,test_intrin_utils.hpp_v_cvt_f32_a_875,0
57,persistence.cpp_cvMemStorageAllocString_map_storage_str_len_766,0
57,test_intrin_utils.hpp_v_cvt_f64_high_a_893,0
57,persistence.cpp_icvPuts_fs_opencv_storage_n_680,0
57,persistence.cpp_clear_664,0
57,persistence.cpp_memset_fs_buffer_start_indent_650,0
57,persistence.cpp_icvPuts_fs_fs_buffer_start_642,0
57,persistence.cpp_cvSetSeqBlockSize_collection_data_seq_577,0
57,persistence.cpp_cvSeqPush_seq_collection_571,0
57,persistence.cpp_CV_NODE_TYPE_collection_tag_570,0
57,persistence.cpp_cvCreateSeq_sizeof_CvSeq_sizeof_CvFileNode_fs_memstorage_567,0
57,persistence.cpp_cvCreateMap_sizeof_CvFileNodeHash_561,0
57,persistence.cpp_CV_NODE_IS_MAP_tag_553,0
57,persistence.cpp_strcmp_attr_name_attr_attr_i_507,0
57,persistence.cpp_fgets_str_maxCount_fs_file_429,0
57,persistence.cpp_fputs_str_fs_file_399,0
57,persistence.cpp_back_inserter_fs_outbuf_397,0
57,persistence.cpp_strlen_str_397,0
57,persistence.cpp_copy_str_str_strlen_str_std_back_inserter_fs_outbuf_397,0
57,persistence.cpp_tolower_static_cast_int_s2_i_135,0
57,persistence.cpp_tolower_static_cast_int_s1_i_135,0
57,persistence.cpp_icvFSFlush_fs_678,0
57,persistence.cpp_icvPuts_fs_n_682,0
57,persistence.cpp_strlen_s1_129,0
57,persistence.cpp_icvCloseFile_fs_685,0
57,persistence.cpp_cv_isdigit_ptr_989,0
57,persistence.cpp_sprintf_buf_fmt_value_986,0
57,persistence.cpp_cvRound_value_979,0
57,persistence.cpp_CV_NODE_IS_MAP_map_node_tag_887,0
57,persistence.cpp_cvGetSeqElem_fs_roots_k_885,0
57,persistence.cpp_CV_CHECK_FILE_STORAGE_fs_861,0
57,persistence.cpp_cvSetNew_CvSet_map_837,0
57,persistence.cpp_CV_NODE_IS_MAP_map_node_tag_808,0
57,persistence.cpp_CV_CHECK_FILE_STORAGE_fs_786,0
57,mathfuncs_core.simd.hpp_sqrt_src_i_310,0
57,persistence.cpp_cvSetNew_CvSet_map_764,0
57,persistence.cpp_cvFree_fs_719,0
57,persistence.cpp_memset_fs_sizeof_fs_718,0
57,persistence.cpp_cvReleaseMemStorage_fs_memstorage_711,0
57,persistence.cpp_cvFree_fs_buffer_start_710,0
57,persistence.cpp_cvReleaseMemStorage_fs_strstorage_709,0
57,persistence.cpp_icvClose_fs_707,0
57,persistence.cpp_strlen_s2_130,0
57,matrix.cpp_CV_NODE_VAL_this_n_6069,0
57,persistence.cpp_sprintf_buf_d_ivalue_1020,0
57,matrix.cpp_max_psize_nsz_5708,0
57,matrix.cpp_resizeHashTab_std_max_hsize_size_t_5701,0
57,matrix.cpp__newh_newsize_5673,0
57,matrix.cpp_max_newsize_size_t_5668,0
57,matrix.cpp_newNode_idx_h_5598,0
57,matrix.cpp_hash_idx_5581,0
57,matrix.cpp_CV_Assert_hdr_5579,0
57,matrix.cpp_Hdr_d__sizes__type_5382,0
57,matrix.cpp_release_5380,0
57,matrix.cpp_CV_MAT_TYPE__type_5360,0
57,matrix.cpp_CV_Assert__sizes_i_5359,0
57,matrix.cpp_CV_Assert__sizes_d_d_CV_MAX_DIM_5357,0
57,matrix.cpp_clear_5310,0
57,matrix.cpp_alignSize_valueOffset_5302,0
57,matrix.cpp_alignSize_sizeof_SparseMat_Node_MAX_DIM_sizeof_int_5300,0
57,matrix.cpp_cvMatNDToMat_const_CvMatND_arr_copyData_959,0
57,matrix.cpp_finalizeHdr_thiz_649,0
57,matrix.cpp_setSize_thiz_d__sizes__steps_648,0
57,matrix.cpp_max_hsize_size_t_5701,0
57,matrix.cpp_resize_newpsize_5710,0
57,matrix.cpp_copyElem_const_uchar_CV_NODE_VAL_this_n_to_esz_6069,0
57,matrix.cpp_max_psize_nsz_5712,0
57,matrix.cpp_hash_idx_6068,0
57,matrix.cpp_newNode_idx_m_hash_idx_6068,0
57,matrix.cpp_CV_NODE_IDX_this_n_6067,0
57,matrix.cpp_cvGetNextSparseNode_it_6065,0
57,matrix.cpp_elemSize_6063,0
57,matrix.cpp_cvInitSparseMatIterator_this_it_6062,0
57,matrix.cpp_create_dims_size_type_6059,0
57,matrix.cpp_copyElem_from_ptr_to_esz_6052,0
57,matrix.cpp_cvPtrND_m_n_idx_6051,0
57,matrix.cpp_node_6050,0
57,matrix.cpp_elemSize_6046,0
57,matrix.cpp_nzcount_6046,0
57,matrix.cpp_begin_6045,0
57,matrix.cpp_cvCreateSparseMat_sm_hdr_dims_sm_hdr_size_sm_type_6043,0
57,matrix.cpp_cvInitMatNDHeader_this_m_dims_m_size_m_type_m_data_6024,0
57,matrix.cpp_memset_p_esz_5735,0
57,matrix.cpp_elemSize_5728,0
57,persistence.cpp_cvRound_value_1018,0
57,persistence.cpp_sprintf_buf_fmt_value_1025,0
57,datastructs.cpp_cvGetErrStatus_3327,0
57,persistence.cpp_icvYMLParseValue_fs_ptr_root_node_CV_NODE_NONE_1867,0
57,persistence.cpp_memcmp_ptr_1862,0
57,persistence.cpp_icvYMLSkipSpaces_fs_ptr_INT_MAX_1861,0
57,persistence.cpp_memcmp_ptr_1841,0
57,persistence.cpp_memcmp_ptr_YAML_1834,0
57,persistence.cpp_icvYMLSkipSpaces_fs_ptr_INT_MAX_1827,0
57,persistence.cpp_memcmp_ptr_1804,0
57,persistence.cpp_icvYMLSkipSpaces_fs_ptr_INT_MAX_1796,0
57,persistence.cpp_CV_NODE_IS_COLLECTION_elem_tag_1794,0
57,persistence.cpp_CV_NODE_IS_MAP_struct_flags_1792,0
57,persistence.cpp_icvYMLParseValue_fs_ptr_elem_struct_flags_indent_1791,0
57,persistence.cpp_icvYMLSkipSpaces_fs_ptr_indent_INT_MAX_1790,0
57,persistence.cpp_CV_Assert_elem_1789,0
57,persistence.cpp_cvSeqPush_node_data_seq_1787,0
57,persistence.cpp_icvYMLParseKey_fs_ptr_node_elem_1779,0
57,persistence.cpp_CV_NODE_IS_MAP_struct_flags_1777,0
57,persistence.cpp_icvFSCreateCollection_fs_struct_flags_1767,0
57,persistence.cpp_cvMemStorageAllocString_fs_memstorage_ptr_int_str_end_ptr_1758,0
57,persistence.cpp_cvSeqPush_fs_roots_1865,0
57,persistence.cpp_CV_NODE_IS_COLLECTION_root_node_tag_1868,0
57,persistence.cpp_CV_NODE_IS_MAP_struct_flags_1717,0
57,persistence.cpp_icvYMLSkipSpaces_fs_ptr_INT_MAX_1872,0
57,persistence.cpp_memcpy_ptr_data_datalen_1988,0
57,persistence.cpp_icvFSResizeWriteBuffer_fs_ptr_datalen_1987,0
57,persistence.cpp_CV_NODE_IS_FLOW_struct_flags_1981,0
57,persistence.cpp_cv_isalnum_c_1975,0
57,persistence.cpp_icvFSResizeWriteBuffer_fs_ptr_keylen_1968,0
57,persistence.cpp_cv_isalpha_key_1965,0
57,persistence.cpp_CV_NODE_IS_MAP_struct_flags_1955,0
57,persistence.cpp_icvFSFlush_fs_1954,0
57,persistence.cpp_icvFSFlush_fs_1947,0
57,persistence.cpp_CV_NODE_IS_EMPTY_struct_flags_1941,0
57,persistence.cpp_CV_NODE_IS_FLOW_struct_flags_1937,0
57,persistence.cpp_strlen_data_1935,0
57,persistence.cpp_strlen_key_1926,0
57,persistence.cpp_CV_NODE_IS_MAP_struct_flags_1914,0
57,persistence.cpp_CV_NODE_IS_COLLECTION_struct_flags_1912,0
57,persistence.cpp_switch_to_Base64_state_fs_base64_fs_NotUse_1895,0
57,persistence.cpp_check_if_write_struct_is_delayed_fs_1892,0
57,persistence.cpp_CV_NODE_IS_COLLECTION_elem_tag_1719,0
57,persistence.cpp_icvYMLParseValue_fs_ptr_elem_struct_flags_new_min_indent_1716,0
57,persistence.cpp_cv_isdigit_ptr_1028,0
57,persistence.cpp_CV_NODE_IS_USER_value_type_1523,0
57,persistence.cpp_CV_NODE_IS_USER_value_type_1507,0
57,persistence.cpp_cv_isprint_d_1500,0
57,persistence.cpp_memset_node_sizeof_node_1468,0
57,persistence.cpp_CV_NODE_IS_FLOW_parent_flags_1463,0
57,persistence.cpp_cvGetFileNode_fs_map_node_str_hash_node_1449,0
57,persistence.cpp_cvGetHashedKey_fs_ptr_int_endptr_ptr_1448,0
57,persistence.cpp_cv_isprint_c_1435,0
57,persistence.cpp_icvEof_fs_1315,0
57,persistence.cpp_strlen_ptr_1314,0
57,persistence.cpp_icvGets_fs_fs_buffer_start_max_size_1302,0
57,persistence.cpp_cv_isprint_ptr_1293,0
57,persistence.cpp_substr_U_beg_1109,0
57,persistence.cpp_push_back_file_name_substr_U_beg_1109,0
57,persistence.cpp_find_last_of_parameter_begin_1107,0
57,persistence.cpp_find_not_file_name_U_1104,0
57,persistence.cpp_cv_isalpha_endptr_1090,0
57,persistence.cpp_strtod_ptr_endptr_1077,0
57,persistence.cpp_CV_NODE_IS_USER_value_type_1518,0
57,persistence.cpp_CV_NODE_IS_USER_value_type_1544,0
57,persistence.cpp_CV_Assert_elem_1715,0
57,persistence.cpp_cvFindType_ptr_1546,0
57,persistence.cpp_cvSeqPush_node_data_seq_1713,0
57,persistence.cpp_icvYMLSkipSpaces_fs_ptr_new_min_indent_INT_MAX_1707,0
57,persistence.cpp_icvYMLParseKey_fs_ptr_node_elem_1706,0
57,persistence.cpp_CV_NODE_IS_MAP_struct_flags_1704,0
57,persistence.cpp_icvYMLSkipSpaces_fs_ptr_new_min_indent_INT_MAX_1701,0
57,persistence.cpp_icvYMLSkipSpaces_fs_ptr_new_min_indent_INT_MAX_1688,0
57,persistence.cpp_CV_NODE_TYPE_struct_flags_1679,0
57,persistence.cpp_icvFSCreateCollection_fs_CV_NODE_TYPE_struct_flags_1679,0
57,persistence.cpp_cvMemStorageAllocString_fs_memstorage_buf_len_1671,0
57,persistence.cpp_cv_isprint_c_1628,0
57,persistence.cpp_cv_isalnum_c_1628,0
57,persistence.cpp_strtol_ptr_endptr_1595,0
57,persistence.cpp_icv_strtod_fs_ptr_endptr_1585,0
57,persistence.cpp_cv_isdigit_endptr_1580,0
57,persistence.cpp_cv_isdigit_d_1574,0
57,persistence.cpp_CV_NODE_IS_USER_value_type_1556,0
57,persistence.cpp_icvYMLSkipSpaces_fs_endptr_min_indent_INT_MAX_1552,0
57,matrix.cpp_CV_MAT_TYPE_m_type_637,0
57,datastructs.cpp_cvFree_ptr_buffer_3325,0
57,test_intrin_utils.hpp_EXPECT_EQ_LaneType_data_u_i_LaneType_out_u_i_214,0
57,test_intrin_utils.hpp_v_cvt_f32_r2_1020,0
57,test_intrin_utils.hpp_v_load_data_a_d_1018,0
57,test_intrin_utils.hpp_EXPECT_EQ_data_a_out_a_1003,0
57,test_intrin_utils.hpp_v_store_f16_out_a_d_r1_1002,0
57,test_intrin_utils.hpp_get0_998,0
57,test_intrin_utils.hpp_EXPECT_EQ_data_a_r3_get0_998,0
57,test_intrin_utils.hpp_get0_997,0
57,test_intrin_utils.hpp_EXPECT_EQ_data_a_r2_get0_997,0
57,test_intrin_utils.hpp_get0_996,0
57,test_intrin_utils.hpp_EXPECT_EQ_data_u_r1_get0_996,0
57,test_intrin_utils.hpp_v_load_f16_data_a_d_994,0
57,test_intrin_utils.hpp_EXPECT_NE_size_t_size_t_out_u_d_990,0
57,test_intrin_utils.hpp_EXPECT_EQ_size_t_size_t_out_a_d_989,0
57,test_intrin_utils.hpp_EXPECT_NE_size_t_size_t_data_u_d_988,0
57,test_intrin_utils.hpp_EXPECT_EQ_size_t_size_t_data_a_d_987,0
57,test_intrin.cpp_CV_CPU_CALL_FP16_test_hal_intrin_float16x4_240,0
57,test_intrin_utils.hpp_EXPECT_DOUBLE_EQ_a_b_167,0
57,intrin_sse.hpp__mm_sqrt_pd_x_val_752,0
57,test_intrin_utils.hpp_v_cvt_f16_r1_1019,0
57,test_intrin_utils.hpp_EXPECT_EQ_x3c00_r2_get0_1021,0
57,intrin_sse.hpp_v_float64x2__mm_div_pd_v_1__mm_sqrt_pd_x_val_752,0
57,test_intrin_utils.hpp_get0_1021,0
57,array.cpp_cvInitMatNDHeader_arr_dims_sizes_type_291,0
57,array.cpp_cvAlloc_sizeof_arr_289,0
57,array.cpp_cvCreateData_arr_275,0
57,array.cpp_cvCreateMatNDHeader_dims_sizes_type_274,0
57,array.cpp_CV_ELEM_SIZE_type_235,0
57,array.cpp_CV_MAT_TYPE_type_234,0
57,arithm.cpp_CALL_IPP_MUL_2_ippiMul_32f_C1R_2897,0
57,types_c.h_cvMat_m_rows_m_dims_m_cols_m_type_m_data_530,0
57,persistence.hpp__Tp_1238,0
57,persistence.hpp_String_str_1193,0
57,mat.inl.hpp_release_2075,0
57,cvstd.hpp_CV_XADD_int_str_cstr__657,0
57,cvstd.hpp_deallocate_656,0
57,core_c.h_cvReleaseMat_CvMat_mat_477,0
57,core_c.h_CV_IS_MATND_arr_308,0
57,test_intrin_utils.hpp_get0_1022,0
57,test_intrin_utils.hpp_EXPECT_EQ_r3_get0_r1_get0_1022,0
57,intrin_sse.hpp__mm_div_pd_v_1__mm_sqrt_pd_x_val_752,0
57,intrin_sse.hpp__mm_set1_pd_751,0
57,array.cpp_cvSize_size_486,0
57,test_intrin_utils.hpp_v_abs_d_557,0
57,test_intrin_utils.hpp_v_sqrt_a_557,0
57,test_intrin_utils.hpp_reverse_422,0
57,test_intrin_utils.hpp_EXPECT_EQ_data2_Data_R_b_330,0
57,test_intrin_utils.hpp_EXPECT_EQ_data1_Data_R_a_329,0
57,test_intrin_utils.hpp_v_load_deinterleave_buf2_a_b_325,0
57,test_intrin_utils.hpp_v_store_interleave_buf2_a_b_320,0
57,test_intrin_utils.hpp_clear_226,0
57,test_intrin_utils.hpp_EXPECT_FLOAT_EQ_a_b_162,0
57,intrin_sse.hpp_v_float32x4_t_743,0
57,intrin_sse.hpp__mm_mul_ps_t_t_742,0
57,intrin_sse.hpp__mm_mul_ps__mm_mul_ps_t_t_h_742,0
57,intrin_sse.hpp__mm_sub_ps__1_5__mm_mul_ps__mm_mul_ps_t_t_h_742,0
57,intrin_sse.hpp__mm_mul_ps_t__mm_sub_ps__1_5__mm_mul_ps__mm_mul_ps_t_t_h_742,0
57,intrin_sse.hpp__mm_rsqrt_ps_t_741,0
57,intrin_sse.hpp__mm_mul_ps_t__0_5_740,0
57,intrin_sse.hpp__mm_set1_ps_f_738,0
57,test_intrin_utils.hpp_EXPECT_EQ_LaneType_data_u_i_R_nlanes_LaneType_out_u_i_222,0
57,test_intrin_utils.hpp_v_invsqrt_a_557,0
57,test_intrin_utils.hpp_dataA_std_numeric_limits_LaneType_max_620,0
57,test_intrin_utils.hpp_EXPECT_EQ_f_res_974,0
57,test_intrin_utils.hpp_max_620,0
57,test_intrin_utils.hpp_EXPECT_EQ_f_res_973,0
57,test_intrin_utils.hpp_EXPECT_EQ_f_res_972,0
57,test_intrin_utils.hpp_EXPECT_EQ_f_res_971,0
57,test_intrin_utils.hpp_v_reduce_sum4_a_b_c_d_968,0
57,test_intrin_utils.hpp_v_matmuladd_v_a_b_c_d_927,0
57,test_intrin_utils.hpp_v_matmul_v_a_b_c_d_917,0
57,test_intrin_utils.hpp_reverse_912,0
57,test_intrin_utils.hpp_v_muladd_a1_a2_a3_852,0
57,test_intrin_utils.hpp_v_sqr_magnitude_a1_a2_851,0
57,test_intrin_utils.hpp_v_magnitude_a1_a2_850,0
57,test_intrin_utils.hpp_v_ceil_a1_848,0
57,test_intrin_utils.hpp_v_floor_a1_847,0
57,test_intrin_utils.hpp_v_trunc_a1_846,0
57,test_intrin_utils.hpp_v_round_a1_845,0
57,test_intrin_utils.hpp_v_absdiff_a_b_627,0
57,test_intrin_utils.hpp_min_621,0
57,test_intrin_utils.hpp_dataB_std_numeric_limits_LaneType_min_621,0
57,array.cpp_CV_ELEM_SIZE_hdr_type_461,0
57,array.cpp_CV_MAT_TYPE_type_530,0
57,datastructs.cpp_cvFree_flag_buffer_3324,0
57,datastructs.cpp_:_int_357,0
57,copy.cpp_memcpy_node_copy_node_dst1_heap_elem_size_1272,0
57,copy.cpp_cvSetNew_dst1_heap_1270,0
57,copy.cpp_cvGetNextSparseNode_iterator_1268,0
57,copy.cpp_cvInitSparseMatIterator_src1_iterator_1267,0
57,copy.cpp_memset_dst1_hashtable_dst1_hashsize_sizeof_dst1_hashtable_1265,0
57,copy.cpp_cvClearSet_dst1_heap_1255,0
57,copy.cpp_memcpy_dst1_size_src1_size_src1_dims_sizeof_src1_size_1252,0
57,copy.cpp_CV_Assert_maskarr_1245,0
57,copy.cpp_CV_IS_SPARSE_MAT_dstarr_1243,0
57,copy.cpp_CV_IS_SPARSE_MAT_srcarr_1243,0
57,array.cpp_cvReleaseFileStorage_obj_3215,0
57,array.cpp_cvReleaseSparseMat_obj_3209,0
57,array.cpp_CV_MAKETYPE_mat_type_new_cn_2779,0
57,array.cpp_CV_MAT_CN_mat_type_2742,0
57,array.cpp_CV_IS_MAT_mat_2721,0
57,array.cpp_icvCheckHuge_mat_2489,0
57,array.cpp_CV_ELEM_SIZE_matnd_type_2486,0
57,datastructs.cpp_memset_str_sizeof_CvString_355,0
57,datastructs.cpp_strlen_ptr_357,0
57,array.cpp_CV_IS_MAT_CONT_matnd_type_2468,0
57,datastructs.cpp_cvMemStorageAlloc_storage_str_len_358,0
57,datastructs.cpp_CV_NEXT_SEQ_ELEM_vtx_size_reader_3321,0
